0,-1,-1,-1,-1,-1,-1,0
1,-1,-1,-1,-1,-1,-1,10
2,-1,-1,-1,-1,-1,-1,20
3,-1,-1,-1,-1,-1,-1,35
4,-1,-1,-1,-1,-1,-1,40
5,-1,-1,-1,-1,-1,-1,50
6,-1,-1,-1,-1,-1,-1,60
7,-1,-1,-1,-1,-1,-1,70
8,-1,-1,-1,-1,-1,-1,80
9,-1,-1,-1,-1,-1,-1,95
10,-1,-1,-1,-1,-1,-1,105
11,-1,-1,-1,-1,-1,-1,115
12,-1,-1,-1,-1,-1,-1,125
13,-1,-1,-1,-1,-1,-1,135
14,-1,-1,-1,-1,-1,-1,145
15,-1,-1,-1,-1,-1,-1,155
16,-1,-1,-1,-1,-1,-1,160
17,-1,-1,476,-1,-1,-1,160
18,-1,-1,470,-1,-1,-1,160
19,-1,-1,462,-1,-1,-1,160
20,-1,-1,456,-1,-1,-1,160
21,-1,-1,450,-1,-1,-1,160
22,-1,-1,442,-1,-1,-1,160
23,-1,-1,444,-1,-1,-1,160
24,-1,-1,450,-1,-1,-1,160
25,-1,-1,458,-1,-1,-1,160
26,-1,-1,464,-1,-1,-1,160
27,-1,-1,470,-1,-1,-1,160
28,-1,-1,478,-1,-1,-1,160
29,-1,-1,484,-1,-1,-1,160
30,-1,-1,488,-1,-1,-1,160
31,-1,-1,494,-1,-1,-1,160
32,-1,-1,500,-1,-1,-1,160
33,-1,-1,504,-1,-1,-1,160
34,-1,-1,510,-1,-1,-1,160
35,-1,-1,516,-1,-1,-1,160
36,-1,-1,520,-1,-1,-1,160
37,-1,-1,526,-1,-1,-1,160
39,-1,-1,536,-1,-1,-1,160
40,-1,-1,542,-1,-1,-1,160
41,-1,-1,548,-1,-1,-1,160
42,-1,-1,552,-1,-1,-1,160
43,-1,-1,558,-1,-1,-1,160
44,-1,-1,558,-1,-1,-1,160
45,-1,-1,550,-1,-1,-1,160
46,-1,-1,542,-1,-1,-1,160
47,-1,-1,534,-1,-1,-1,160
48,-1,-1,526,-1,-1,-1,160
49,-1,-1,520,-1,-1,-1,160
50,-1,-1,512,-1,-1,-1,160
51,-1,-1,504,-1,-1,-1,160
52,-1,-1,496,-1,-1,-1,160
53,-1,-1,488,-1,-1,-1,160
54,-1,-1,480,-1,-1,-1,160
55,-1,-1,474,-1,-1,-1,160
56,-1,-1,466,-1,-1,-1,160
57,-1,-1,458,-1,-1,-1,160
58,-1,-1,450,-1,-1,-1,160
59,-1,-1,442,-1,-1,-1,160
60,-1,-1,-1,-1,-1,-1,165
61,-1,-1,-1,-1,-1,-1,175
62,-1,-1,-1,-1,-1,-1,185
63,-1,-1,-1,-1,-1,-1,195
64,-1,-1,-1,-1,-1,-1,205
65,-1,-1,-1,-1,-1,-1,215
66,-1,-1,-1,-1,-1,-1,225
67,-1,-1,-1,-1,-1,-1,235
68,-1,-1,-1,-1,-1,-1,245
69,-1,-1,-1,-1,-1,-1,255
70,-1,-1,-1,-1,-1,-1,265
71,-1,-1,-1,-1,-1,-1,275
72,-1,-1,-1,-1,-1,-1,285
73,-1,-1,-1,-1,-1,-1,295
74,-1,-1,-1,-1,-1,-1,305
75,-1,-1,-1,-1,-1,-1,315
76,-1,-1,-1,-1,-1,-1,325
77,-1,-1,-1,-1,-1,-1,335
78,-1,-1,-1,-1,-1,-1,345
79,-1,-1,-1,-1,-1,-1,360
